business_id	name	stars	review_count
aG929IhHaIuzZ2FX9yLI7g	Fairfield Inn & Suites by Marriott Las Vegas South	4.0	69
dwgeEOAcPuR-GhpMBaJmjA	Made In China Cafe	3.0	36
TAwgNWX-Xv7xnTHeRqPReQ	West Side Market Cafe	4.0	101
AE-1mzUBcBuC5QkwlX24BQ	OMG Boba Tea	4.0	195
HkEBpQgM18GvXAD62CmF-w	Orangetheory Fitness Paradise Valley	4.0	79
M8PMF8Twcq4Cp7ppoQTE7Q	Aura by Cashew & Clive	2.5	21
bU2esndgdImza1KzN5mLPw	Mon Nan	3.5	45
1uwlVWxwGU248JayvSsJ-w	RSVP Party Rentals	4.5	46
hx-oJMNnweYqE5ybU8aiSg	Vegas Buffet	2.0	87
tawEZvVpxZWFS1G1QBo8uA	Beyti Kebab	3.5	37
79fuk_9Gq3SLVdmn-fz6KA	Chandler Family YMCA	3.5	30
1tAV9cvU8eaet_FUqqZXhA	The Legacy Golf Club	3.0	47
O_RIIWYOGIxLRl0mpe5DWg	Foxtail Salon	5.0	48
gZYnDyDv8VtIUTH-SymlnQ	The Love Store	4.5	53
5ahTLtOWKc1KaJSD_9n5lg	Deseret Industries	4.0	32
lF6-H8lCiWA4UzIPXm-sAQ	Eddy's Fruit Farm	4.0	24
ax4ztJvW28xgGvI0OPqGcQ	New City Restaurant	4.0	187
2Zd3yaOcmUTYhIcI2DNfDA	Barro's Pizza	3.0	121
dGuQLP6T2Jg3IIES8Lb2bA	Potbelly Sandwich Shop	3.5	33
BG-91xMVSVUQVe4E3Rj7bQ	R T O'Sullivan's	3.0	49
nK3-rDJ-hBTsZwsZw_4F1g	CEDAR ROOM Fine Cigars & Lounge	5.0	43
dOIUk3wm8LU8-FUpCKa1eg	Karl's Inn Of The Barristers	4.0	62
eRlyQbR4Wn7F6JH5dVs4Qg	Clark County Detention Center	2.0	41
EwraUz9DLJcMVnBVMGkBpA	Wiggy's	4.0	66
MDmziyjffQLQDwjpK-7rfA	Downtown Vintage Barbershop	4.5	42
qHI80xmwZiwmBO3uq9qJ2Q	Matthews Towing & Automotive	3.0	20
i4SZYnZOM984FpkJXnzcvw	Dragon Rolls	3.0	88
qm2GXQXUxEYt11KXTSThzQ	Tour Guys Toronto	5.0	48
P39Xuo8AYDgrdmybEGm4Lw	Elite Mobile Auto Detail	4.0	38
4XOavx6W3ZafsmRxUDnKOQ	Fischer's Pest Control	4.5	65
hsyPoaMERYThAuTuNHhR_Q	Starsky Foods	4.0	36
fRKqHIt0H0uLlD8deiY44Q	Sushi Ko Restaurant	3.5	127
dpSYTseVlxl2luW0AQjjFA	Derma Health Skin & Laser	3.5	21
ahGptHMIRIBXR9wzqZqZwA	Stock Car Cafe	2.5	151
mchSuIvbq8qBhkd2XBIxyw	Zia Record Exchange	4.0	34
mk7xgXuTVMfv4sH7GD2SoA	Green Grotto	3.0	100
K1eUYbkKkgOld0APMlsGlw	Corner Bakery Cafe	3.0	103
C_goyo82xvpnvdIE1jF75A	Louie's Ultra Cleaners	4.5	20
WTlT_YIv_qAwYWIa9i9HOA	Distrikt Hotel Pittsburgh, Curio Collection by Hilton	3.5	61
fa8HUKKNT_TDE_DNlTNC2Q	Arizona Shade Masters	5.0	26
6frPvwX14wDH8jju64ewRg	Paese	3.5	54
pPkrnlTgigh87xq5P3V0kg	Lukes Drug Mart Bridgeland	4.5	37
WRuNsvo00bAUDmu_cbQxmw	Hattitude	4.0	30
pw9ErdIO1t7CWLrZwNP1fw	Fusion Sushi & China Bistro	4.0	33
KcIalceIg6PSPONvLlI4-w	Sud Forno	4.0	155
aPaCe39fmD2uWHoJRVi1kQ	Rodeway Inn Near AZ State University	1.5	35
3BGzRYh6GQbZz3LGAGb-sQ	Gallagher's	3.0	245
TKJkLEWe53iNYwl-Beg6Zw	VIA Rail Canada	2.5	59
-EcgPVJpwOYJGjkg4YRBhw	Kinjo Sushi	4.0	143
Q17zQBhfq9AKmvSmhDhjlA	Jody Maroni's Sausage Kingdom	2.0	24
V81Ahkb9QFlbEx4PoeRiyA	JP Pancake	2.5	85
6xX_v0rEshXMHpR7xLOi2Q	Maniküre	4.5	28
CxsN79g8rZoouLwZvr_FVg	Fern	4.0	489
MWvfffAggIKAV8pBfi-Gyw	Hua Sang Seafood Restaurant	3.5	60
-WBbMDJayOnd0ktCCi3I1Q	Phomono Vietnamese Cuisine	3.0	26
uWECX6-Uq9n8v5ipk9R29A	Lola's A Louisana Kitchen	4.0	1164
AbmwC69qKOhtstAWuXvLIg	Lawson Family Plumbing	5.0	312
4ChWAqNuzhsYB14_BCPbEw	Food Time	4.0	29
oIFMGuV8C8yeaDrtwjc8Jw	Little Darlings	3.0	254
mMuDpf7u5k6qt8iDy3p9sw	AutoZone Auto Parts	4.5	22
HakulcKdPE-RaWCVF1GUKQ	Aberdeen Delicatessen	2.0	38
k8GkJPuzTkdssYIBqwt_PQ	stateline taphouse and BBQ	3.5	20
a48qF4Tjwooc0GYNPzipNg	First Watch	4.0	179
wk49hcW-f1VZG1CeWBzCMg	Bad Mother Cluckers	4.0	40
HJ928N6c5Hh2KD3lYCuabA	Spring Rolls	2.5	55
ZDvS8DtnkYa8jY703MflEw	Badger Cafe	4.0	182
GaiILHdRU6frSFS_LtDDFA	DJ's Smoke Shop	3.0	20
s1w-XoUJ2wuK9OJ7ivpi3Q	CB's Legacy	4.0	32
aoEyYK_CtQT8XyO5xfhf7g	Hoops Sports Bar & Grill	2.5	49
R1GwW4C1gh2Nmue9K0WYVA	Allegheny Coffee & Tea Exchange	4.5	111
SPj8L5VMep_OhkoNz-WLQg	The Chase	3.5	376
YoJt2bvCrYMSSyoeUO-YTg	Pt's Pub	3.5	21
IOgARa8yaXx12MXkvmc5og	The Bull Market - Butcher Shop	5.0	27
6cf70OiTGqhn5JtHV4Y0bQ	Stella 59	3.5	39
oDcTa97TuRsNVg8urdw6qA	Papa John's Pizza	2.0	65
m92PLWqMnSCr26laHIkpSw	Custom Granite Masters	4.5	28
UELnOgcu9BBUcHv8cqEq_A	Panda Express	3.0	45
23qU9y6SsacIbektcA8ecw	Halinas Cafe	4.5	45
UqVqvLZtd6hDoa2H7-KqKg	Magpie Taproom	3.5	24
SgtiWJIU94smnrKxa-cNUw	Island Time Tiki Bar	3.5	166
LKHKKmopVjnF6KQT0nlzhA	Banfield Pet Hospital	3.0	20
Lq5mp5V7xqWTkcC3MJiG-w	Mad City Sales	1.5	39
dluEBTLL7gJoMJ7ZYuYJMQ	Dell Computer	1.0	35
ZxtcfEjsr2vEqyOopJrVtA	Mr Wonderfuls Chicken and Waffles	4.5	33
Jhz_aUT4i84Wt8KAZVGXVA	Casa de Mateo	2.5	22
LFc3cvnqXUvqc6MYCG_mJQ	Massage Bliss	5.0	32
jVJClv_tCCGNyMnRx50xeQ	Mercuri Montreal	3.5	33
sZ05KpeRuZEzFP5TD_PQkg	Apt. 200	2.0	39
CGgUHkAKU0QBsdGvXxfMuw	Mister Wong	3.5	89
hiuzeFKffis1E6RJUf7jCg	Bistro Rouge	4.0	24
Dpl8d6eXq-YnF5zEV1cwMw	Poop Cafe	3.0	231
9c3LlXubVkbMwIrS8dIp0Q	Ribs & Burgers	3.5	285
1W_m2D09oRKRIqKYHgKFbQ	Orangetheory Fitness Las Vegas - Henderson	3.5	62
qdrXZHTwW-XC_RVqIhM7QA	Ultimate Collision Repair Center	4.0	62
DThDGm3W_9MaEccHfRZk2g	Treepro	4.5	165
sSmt7JFTDNCcK1KfMVO2hw	Mickie Finnz	3.0	366
Kot0deqA1WAbZ7YXY5fQ5w	The Home Depot	2.5	49
8oVyhkGvcFd_pXwvxOzOxQ	Amelios Pizza & More	3.0	79
VJJveoWmlHroqnRR18K7sA	Le Ti Colibri	4.0	24
qaS11gk1kIlrzCX1LYiZsw	Super Niro Gyro	3.5	55
eq-SNqLqUP5rAc_PZAHuEA	RA Sushi Bar Restaurant	3.0	529
ghvueE0cMXMmF4RXNSOTyw	Big Boy's Burgers and Shakes	3.0	56
THO77IL6DLob9Agt9QCjsw	Anna Z-James at Relaxed & Lacquered	5.0	24
PWhD0UuipXzkp1rv6praCA	Walter's Automotive	5.0	136
QMB3hmb_Yv6Vk-HLiM2cdA	The Veggie Thali	4.5	57
X5oaz9_MVz-1ng83HuI4ZQ	Wisconsin Brewing Tap Haus	3.0	113
mKRKhFuJX4nhJykUvZO8hQ	La Fonda Mexican Foods	3.5	30
p2RjZF7OWxZn0ZXxFpUbZg	Lash Art LV	3.5	38
aeLwAfvf98x4V6G096cZkg	Toronto Flower Company	1.5	42
KkOY69k98WGZxwfgqTpwAA	Saiaf Films	4.0	82
FgjTvLYH24OVUK75uh8kiw	KD Donuts & Kolaches	3.0	79
BxnNr_5qwIaXeRIWiHK9Ng	Target	3.5	103
cnNGk_VCnby_WgLn43ovcA	Addicted Coffee Bar -  Lakewood	4.0	41
KkvvJki4kY-MkUMFuEpRdQ	Vivint Smart Home	1.5	25
nYkbkUkhJA3oa71HkrjObg	Casa Mia	4.0	43
7BG_ook7X8ssDj0BxR3AMw	Sushi Plus	3.5	30
Ci2CoXI2s4eCOdgAmDAdig	Holiday Inn Express Peoria North - Glendale	3.0	34
veXxt8rGY_RJPpA5QkHT9Q	Barrio	3.5	230
m_gNN2xwDnB2DeE-ATl--Q	AutoNation Volkswagen Las Vegas	3.0	274
DKUurVhAhyzyfbNoWRmocA	Bed Bath & Beyond	3.5	40
8J0NuWmoFfSGe5LuaiMfpg	Sake Bar Kushi	4.0	127
J6XocDoy5URKc7objrrefA	Optic Gallery	4.5	120
kYq6IF7zH8E1aX9A73MXCw	AA Auto Care	2.5	92
UgcPEMKI7vEIT27rzBIqoA	Pizza Hut	2.5	58
y1AM7MeCN3HaS7SHnxcBfQ	Il Mulino	4.0	61
ovuL7n30fogNHrIc51uSgQ	Panera Bread	3.0	44
kLojwXxsSWHtL_AxeBie1A	Starbucks	3.5	36
gHlUQEwt8shCc_qq8FwaeQ	Lapis & Oak Spa And Salt Lounge	5.0	41
zaxK3ea92mvEBRy-jttngg	Virgil's Real BBQ - Las Vegas	4.0	657
vYCBkwsQrdpb-RbkjWqG-w	Wing Heaven	4.0	25
wT-J6sib_NSr8rcH2aTcAA	Roberto's Taco Shop	3.0	55
frwKRRIIR0QMv25IKVDIMA	Bonitas	4.0	118
ksYMRWS-hhU7SH0-cB96rA	Devil's Martini	3.0	32
1iAUZ1PB6GD3gcCPTq7WdQ	Seafood City Supermarket	3.5	67
uBBiD1XJk697Qcr84MIbKA	Wet'n'Wild Las Vegas	3.0	518
SxvKjtbq5qRlFoXrU8Bo9Q	Descendant Detroit Style Pizza	4.5	312
8UMFvFWmSpfl8JZ_jm1K3A	Blue Dog RV	3.0	69
MmfqdfguEgRCrugA8qed6A	Streak Patrol	5.0	132
qVO3l9Q0-KVQE7W9JL9ePw	Greenland Supermarket	4.0	353
x7_pWYHQWtIHVK7vao_GZA	Barque*	4.0	32
00I_YBjgZAvd2ggZr3J0cQ	Shanghai Chinese Restaurant	3.0	23
tDKP5fliywfNc8yNt7UYsA	The Painters Lounge	5.0	37
wiEQrYSNofc10q7Pm26b0w	The Common Market	4.5	185
1GcTd5Ii5fgIP2zmcbVPAA	Aloft Montreal Airport	3.5	36
zwNLJ2VglfEvGu7DDZjJ4g	Arriba Mexican Grill	3.0	275
IwTkvgIB6MbSf7hklCMZxg	Foxy Fruit Acai Bowls & Smoothies	4.0	35
9PAwakQQfiTK2vvsH39DJg	Hip Kids Pediatrics	4.5	33
gk96j6Xmp6DWvdtlBjbJTQ	Buy Buy Baby	4.0	77
Kt4jEhVbVoEqCl1VsOqlfA	Angel Vet - Pet Home Euthanasia	5.0	76
tCjlXROlbcaGiBRfU2jaiw	The Keg Steakhouse + Bar - Mansion	4.0	309
sgj0sLFaZZUrRG0pzWnZKw	Fish Street Market & Open Kitchen	4.5	64
EfgHz77ITgt58xAjQglHMQ	Ambassador Fine Cigars	5.0	38
D1MI5G3jUw5CYEOleIPnMA	Gravity SoundBar	1.5	29
q1QoKGOVA9XwywrRZrCFxQ	Diamond Kitchen & Bath	4.0	34
Oz1Ci9y2MnwYyAjVsoZg5Q	Red Plate	4.5	51
qglebMaq3cMUZs98ZtQCEA	Experts on Sight	4.5	41
t_9dmtogyjAocFsNW1igag	Starbucks	3.0	54
bTGySRKZipOmjN27wuEVkw	Rice to Go	4.0	22
AsOCRhHT8tMUEnwmy5t6xg	Nationwide Plumbing	3.5	43
uzpdcxvlKx5BuoWU3NRHbA	Minneci's at the Crossing	3.0	43
yBHltbm3DqNaKgBgTMpxsA	Happy Buddha Cafe	4.0	35
KE75lY1iXnZiTxupxa04Hg	Mac Cosmetics	3.0	36
tCD-odgmeesvzUfkIOiqBw	Peoria Farmers Market	4.5	22
2ekVfrWqGXgGcQgNtqomxw	Awesome Toddlers Indoor Playground	4.0	30
-yz0XHYoG1WOUm78K0vktQ	Kwality Sweets & Restaurants	3.5	109
ue5c1C2slrij2qsZl6g2Cw	Dip Nail Bar-Horizon	4.0	59
jn7h4Uv-RKHflDHsAfqoDA	Bagels On Fire	4.5	74
kEt6gsDrXAo8s8O4LDBhvw	Jamba Juice	3.0	63
R1jJQi2yR44D_2ileqr8kA	Living Kitchen	4.5	502
cXmnZReg-S7kAxg2kGMlUQ	Rita's Italian Ice	4.5	74
vYzcDDVv4MqPOt46rl2kYg	Tasty Joe's Asian Diner Chinese Cuisine	3.5	124
Xrr19fzrUUgTTQBLUd2Gzg	Rusty's Deli & Grille	4.0	122
gNJj1txs1vwCyFUbawbiJQ	Taco Bell	2.0	38
VdnqeZXVfTRYB_ASLp8umg	Cafe Tandoor	3.5	94
IeopGbNkD2zYD813uCcTUA	Tuk Tuk	4.0	33
cma-2Yo-jnRNV21yda4IBw	Goodman & Partridge, OB/GYN	2.0	47
EbentVQtFCQHUeRgFxGhnQ	Sunflower Farmers Market	4.0	44
YwPTqsox-0Qt2nsk3B75Iw	Las Vegas Indoor Soccer	3.5	53
VtmNIqIxPNiOcp9J5e4xqw	Arizona Pest Squad	4.5	136
kYATtIsqVEoawS47UcSlDA	Truckin' Good Food	4.5	28
vzrcPqSdRY41GoO5DR5pYA	Landry's Seafood House	3.0	269
baVeDut9bOYwXef7CVgN2w	North Harbor Club	4.0	251
W6qbc2YvI8Xeak5yO4JyiA	AutoNation Nissan Las Vegas	3.0	345
D2_y52mbmTrNLHux6aCrIg	Texas Roadhouse	3.5	247
MW2ZRuxaj7-1bMp7rbNbFg	Just Better Air Conditioning & Heating	3.0	30
3aKmNE2coy5YLBCIu676og	Love Cuisine	4.5	89
qpaWs0qD5JKhZBEe_H400Q	Sun City Dogs Mobile Pet Grooming	5.0	27
KyxhSrLzYC6tiQZ8Xc_KLQ	Pointe at the Foothills	2.0	39
xPjV2jkBSOqIHFbgN2KC1g	Crowne Plaza Pittsburgh West-Green Tree	2.5	59
LHMPtp-2fsjSsxrLxtLeXA	Oh Geul Boh Geul Restaurant	3.5	140
brJsCRGXNjwTiCd5ZhaHPg	Vern's	4.0	21
g8HWQ1oGzjcPFTgNAKeABw	DownEast	3.0	22
s7Pj1mNYqRTGNOXLOiBafw	Figo	3.5	249
-hBRP99YCr_8Xb8WG5YQmg	Moxie's Grill & Bar	3.5	48
idp26EIeHO_FmJLIAjLJQQ	DoubleTree by Hilton Hotel & Suites Pittsburgh Downtown	3.0	123
XlV4EpbBcEpgjtav5xMYrQ	US Atlas Movers	1.0	25
p-w6g8cuQq5PU_4U1XNCzQ	El Mescal Family Mexican Restaurant	4.0	122
X23bt-XPgRC5yqtrSgp9Jg	Winestore	4.5	34
hiMdQmnVXgp7DTCCj3pwdA	Joey's of Chicago	3.5	69
De8PnvIl_NxUKH1eICXIBg	T-Mobile	3.0	20
JqCtd30ECmvRKyLbpjeY-A	Sumo Japanese Cuisine	3.0	40
fq_Ys7lCS89-hRXBjKnBng	Men's Lounge Barbershop	4.5	102
tpd8eDiQ6RFEtHkjAZsr5g	Pink Nails	3.5	170
ZLPAP1YKL56ODigLn4wd3w	The Willeyville	4.0	104
nizlIF4pl2_6zZkFITBApA	Crumbl Cookies - Las Vegas	4.5	433
yZj_ZibAGpYEiwkoWwjDVQ	InPockets Restaurant	4.0	48
aD2Jg7z1fbCPZAfMpSjxCA	Highland Yard Vintage	4.5	47
q5c-AZDm4QgaBjeMj41Gfw	Laveen Dental Care	4.5	21
aAYuuyFcYKv_J_d4GjGNcA	Tocaya Organica - Scottsdale	4.5	165
cezXueCCEUYphNJ_jl9PhQ	Carl's Jr.	2.0	42
mBHYTLynxk-Ryq56QIx6cw	Dragon Palace	4.0	34
Eq-dC6A9tOyI5914ef_mAA	Taco Bell	2.5	20
1i13cN3pfq7sWaQtg_t1DQ	Baka Gallery Cafe	3.5	56
uF7_VhCTOWFnC45I5c-BfQ	Twelve27 Salon	5.0	76
2cbplB8gYeKjkJb5zQNJiw	LV Audio Tint Rims & Customs	3.5	98
L64fPZslGfHcoqV03Bq5LA	Electric Chair Salon	5.0	59
7EyyDRt5xUTBbneYT_h9gg	Discovery Place Kids-Huntersville	4.0	70
txgJVBK5FpZK3BOh7CPheg	Bowlology	3.5	172
qMulwUzS64sdQyzcrHX1aA	Flying Monkey Pub	3.0	62
-RnMaFFeP9nnK7QV6WJNGw	New Golden China	2.0	42
a2S90X_nNIKXWKhWpV_5MA	Best 4 Less Beauty Salon	5.0	24
Tg_uJO-WTZk2DtOvg4nVsw	Bad Beat Brewing	4.5	182
kzNvt5VQ9UkxqDaSGpmJLw	Big O Tires	2.5	159
xSZQa9ez44TJ0tiVHSY1Mw	Tacos Mexico	4.0	20
hcLsY_jZZbqoFngUSraVVA	The LGBTQ Center of Southern Nevada	4.5	33
ivf9ifU98OdH_gY_7K7m9A	Vacation Inn	1.5	61
cEEoMcZnRO5bO_H3AjFQZg	Reliquary Spa	4.0	127
R_-HySPgngjVOqKOK9MtaQ	Denny's	3.0	89
0X620JR8m7BSPt5xarUnqw	Weddings at Flamingo Las Vegas	4.0	28
zT45hBptOygpgCddHZRsjA	Changing Hands Bookstore	4.5	298
y1esDY2vFyaTMf1YlRT7ZA	Minchia's Cibo Italiano	4.0	333
nSbyoNnIYJreHmua0wQXEA	Sonique Hair Design	4.0	22
_9DqfW3Nv8Brb-1fz5XyOQ	Kebab Factory	3.5	34
r1kxnDP0H7Xi5F83pCXAbQ	Discount Movers	3.5	34
vvHr2uKKIhfxVk-fYDmX9Q	Del Taco	2.5	41
DhD1sFqgtjg1rsIWuIeTng	Palookaville Chili	4.0	29
QrbS4LF0Iu5vApGAJLNzCA	Prairie	3.5	52
B49ZNWHXCmJ1bekYyB2_cQ	Sky Zone Trampoline Park	3.0	41
oyjibcwohyExYYp8lMJ7eA	Charlie's On Main	4.0	70
Zm9MtL_zn3t0P0G6GNOL1w	Discount Tire	4.5	59
iE4yD010nv-Au_N5T9RCjg	Glendale Animal Hospital	3.5	41
D8HtqEi2g_u8bRhPfB5ynQ	Jet Pet Resort PHX	4.0	54
xRCzT17t0QZGaY03iBOGYA	Walgreens Mail Service Pharmacy	1.0	26
Bp75bv1iyCy6yiHz3KKhyA	La Michoacana	4.0	35
cLUoCKZGS8IJDStYsAA3Xw	Portland's Restaurant & Wine Bar	3.0	86
LAXvmv02hGy1TuSVCo3Www	Farm Fresh Deli	2.5	32
eQfYZrSuzE6B4vkmu74H6w	Arizona Exposition & State Fair	3.0	164
YkWT4n-pPDlPJKfkfXVL1w	David Burke	4.0	82
hRFKKf8jBnn4paxnNUK1hA	Hooters	2.5	127
Iv7Coo5vENQ2OmZwzDoCLg	Skin Fitness By Jamie Lee Metz	4.5	78
7MacgLhLGiXvZoZdhgeKPw	De Farine et d'Eau Fraîche	4.5	48
ywvcxgHxZKym4Lts-YPUKQ	Zara Spa & Hair Studio	3.5	23
WF05nlZiHqY9C8xwVtPhyA	Panera Bread	3.0	73
70xPPH9jN7TI9etfueFetA	Twist Bar & Grill	3.5	34
SaQQCsVs4h7qHoYD_GPrPA	Chin Chin Street Side Kitchen	3.5	38
0Wa923tB6RM7ujUkMtpTwA	Thai Room	3.0	39
hq10TdILrwtTcAESKY251Q	Nirvana the Flavours of India	3.5	73
RBePLamxwXW6gOgVTjV2lw	Dance Cave	3.0	42
nbVtxapTeq5HELUeNRgc6w	Szechuan Express	4.0	42
7BaDrP0mgyP2GXrEV1_SZA	Entourage Vegas	3.0	25
bL2q7-EuevjMuri8W24eLA	Great Fountain Fast Food	3.5	29
EkFKidOJKlknZPg9v_uzPw	Bread Basket	4.5	50
c7yTGHRgJQ2SquTFv95zNQ	VIP Limousines of Nevada	4.5	45
AmrUWxq17Ct5VhG0Czx-FA	Cycle Solutions	3.5	29
U5pW5iuYdB_8NxEopCnpqQ	Mr Brews Taphouse	3.5	31
gRbL3L15CTiB7sBZKpfc4A	Pool Daddy	4.0	78
0K-oBTaSqO5gIpfnLpkhTw	Pet Planet	4.5	33
gMGeopqMcN5Zuq5H7_yUvQ	Spin Cafe	2.0	48
ozMd45nXHTCl3mdOwouwlw	Shawarma House	4.5	541
QOlGFm6M_33fzGgQ5I-Kgg	Teddy's Bakery	2.5	20
YnrJNjZsLIhvldYHtkxKrA	Sushi Factory	3.0	95
dqSHsdKjsLXP8lqloBDPXg	Sonic Drive-In	2.0	30
gM8jPz3-lGIbtHZH9UHg9A	The Kitchen Gallery	3.5	20
nN1hW4ySFDp-rpjCWl4DSA	Pump Salon	5.0	83
cmnrYnftScjkhWFWBDA-HA	Savers	3.0	24
9aYmWMneDv9huo9140VJfw	Nourish	3.5	64
RSOinkOUpxm0mGw1IWr4Xw	Katsuya	4.5	497
BdzCN71GMGGKlpW6nC1Z-g	Jack in the Box	1.5	25
lImzcOqB4etkPR9WT50lDg	China Place	3.0	62
X2X3n0PutSNonQQj2cjsCw	Tan Lac Vien	3.5	225
_MW_OR1UgzWoxzbhcOsIHA	Pasta Lears Pizzeria	3.5	27
-R2kwt0qMnzwEdAfXPvkXg	Udipi Cafe	4.0	338
xGaptKX4_5cT9lGxwbZsQQ	Melk	4.0	73
nCSWoRbJnfhC9kEH5r1AXA	Tacologist Tacos-Tequila-Margaritas	3.5	64
byVmQiGVTyLrG_74OFJ7eg	Get Well	4.0	94
MWYJl-bIxhtQ-4Kg3ENUxA	Rosati's Pizza	3.5	102
NxXRktvTgrkpRbTl3PoH2Q	AAA Affordable Polygraph	3.5	23
MMfVS56z0AZXbO3C9vHbVg	Pizza Hut	2.5	43
j-pOd7gPSsvlADHeX30DfQ	VIP Nail Salon	4.0	25
cuE33MMQuNjRkdvZ7uWdZQ	Busy Bee House Cleaning	4.0	31
-CTmg9JYXWQkXnnW9uw8vA	Staples	3.0	40
M8ZGJ-zfKsXyX0uVyqRaIw	Dv Nail Salon	3.0	99
oCULDH0GWWLM4GdLSt0Huw	Campania Cafe & Italian Trattoria	3.5	78
v11nL8xtY2ZPP8ADyPectQ	Café Plume	4.0	55
GycMNj2kiy8NvDvvvTj9GA	Yume Sushi	3.0	23
JHAWuH9hYITYzpLnNAN1qQ	La Maison Simons	4.0	73
HhLVQg2DAmMll14mNDB4dg	A Touch of Las Vegas Spa	4.5	343
ehRigNzlkRQlvhzKr7PLCQ	KIT's Kitchen	4.0	56
aX5yv79RwdBHKbfszlRBMA	Stylish Nails	3.0	50
tIby_wfzpZ5QH02IWFNogg	China Sea by CSU	3.5	40
huNs9XKN4_ig4mVL04u9yA	FAMO Sandwiches	4.0	26
-xUApyBGJ46dPQV5nD2Wug	Kelseys Original Roadhouse	2.5	75
ZU31zkutiveiZS4tYepFSA	Riverview Park	4.5	74
B5fTTiZtbiCQ8JDjqR_EXA	Jane Bond BBQ	4.0	40
M7FOXsuEuRbwEfxUrNKv5w	Sheraton Centre Toronto Hotel	3.0	227
ec9aKZryi2yx5o3aN1jNeQ	See's Candies	4.5	22
qk_RGuKMuTcWMg5NZLas_w	Cracker Barrel Old Country Store	3.0	35
jkk4HpjVD0mI6RnhuAtbow	Nando's	3.0	37
FykgKmMilSg7TOAZW-ZQRw	Friendly Movers	4.5	40
sVr_5-H0emPH9BcCiwG8xA	Side Chix Cafe	4.0	23
ib0cmmBquUJ0xHcsIRQthQ	Best Western Plus Lawnfield Inn & Suites	4.5	23
oW8d40D4y7bISFDHKcVYzg	Vetmed	3.5	172
Wpt0sFHcPtV5MO9He7yMKQ	McDonald's	2.0	36
W2-ENDMjVE7DOpE1V8TkCg	Good Bottle	4.5	70
C-XK1u2zybUaMODcPOd5mA	My Big Fat Greek Restaurant	3.0	62
0OOmvIS1Tb5ccYOCvq4Yeg	Vein Clinic Of Las Vegas	4.5	36
WnFu6PRFGYKWV_y94CYyUg	Cowbell Restaurant	3.5	45
cUaCYbGvN-gmZZgC25k01w	Pho Linh	3.5	38
orEt2EW7i2r-K_wwm1T_SA	PROJECT:FISH Sushi & Kitchen	4.0	104
AMBRlzxRFtdduObZlw8UPQ	Hotel 32	4.0	56
trMrmg0EKcxEYAkqLBbRMA	Piggly's At the Fair	3.0	89
AfEOC5LlBeMt708QEQUihw	RC Willey	3.0	367
hEe688biYUNN_MO_8FJoqA	Helena's Creative Sewing	5.0	114
2Mvrq5B_mFj8pOPETROANw	Monsoon Roofing	4.5	23
Rv0UdhYw_UVIv4D2lc-qgg	TangTangTang	4.5	360
SGP1jf6k7spXkgwBlhiUVw	Kekou Gelato House	4.5	408
IkDhIjEIzE0a_eP4xWNiZw	Taco Bell	2.5	21
f30-DOoIxvoV9btiDvKMTw	Joe's Midnight Run	4.0	392
Q4RSmF0s-AkaegrLFCLEbg	Donatello Restaurant	3.5	148
wC-CuCW5l9K2Q8Huu9PwRg	Tokyo Sushi Bar	3.0	25
SvlTuwslYKdqvqWtDe2dgA	Aioli Gourmet Burgers	4.5	339
qrCWmo0o3On13ltqOdRgkw	PIZZAFIRE	3.0	32
N_TYkatwxieUMJVfMwQbvQ	Dairy Queen Grill & Chill	2.0	67
klAmm0n7Kh-yHRzHwXI45g	Wonderland Bakery	2.5	143
86vjpiu33y0JOmV-pUytIg	Power Core Plus	5.0	27
c_srv8ZkYcds2r7pc_RpjA	Extreme Ice Center	4.0	29
I0C8HvraosuTo2lRPjOedA	Pacific Pulmonary Service	1.0	20
Wp1UkYg5LjeI3rDByzPxlg	McDonald's	1.5	41
qGASqyiluYmjG_tIjpkSrg	Rudy's Strudel Shop & Bakery	3.5	33
DFU3IUc-Y8OXm6hN9x2e9A	Poppies	3.5	22
kOsLCcNDWii4Bg4evWANxw	Wright AV	5.0	126
kkNWzhSpAjxm0zIxol3IzQ	Biryani Hut Express	4.5	95
AwcNjlTqWBObQ9XXCFpg2g	Paradise Carpet Cleaning	5.0	174
QA4o8-YowW3oioS05KR_fQ	Graziella	4.0	41
cLojVvdeza3rKuDywvT7ZQ	Courtyard by Marriott Charlotte Concord	3.5	21
4cWrtMvfj-tomyEPgP7KFg	The Melting Pot	4.5	164
XB5_UKDqkZqpD_nZSIASvw	Across The Pond	4.5	39
eAhS_DoTO22ZP37mQWoA_A	Affiliated Dermatology - Gilbert	3.5	29
4bprkMhfGvf-W_RuAT4-5Q	Desert Sky Mall	2.0	53
kktb-uIc2YjNWOdbW4ktCg	Delina Restaurant	4.5	35
JYOmMeUnYsl6wUsFzTDIeg	Twizted Manez Beauty & Barber	3.5	22
DnSSI9vrq2swIaHH5WVPyw	Amazone	3.0	20
VAC5qtRpODB4S6aO2GkEpg	Under Armour Factory House - Las Vegas	4.0	23
qmukM92zRniP2ZnunTj2qA	Healthy Kids Pediatrics	4.0	28
7wZgquJ30qkVQbvbJo92ow	Mad Shawarma	4.0	35
ut6SzbQZof4H0erA6lKm3Q	cityHUNT	5.0	35
bIV_3C8_deLgAxulAH0RhA	Orange Leaf Frozen Yogurt	4.0	33
